Node_ID,Title
IEEE_Journal_Solid_State227,spur reduction techniques for phase-locked loops exploiting a sub-sampling phase detector
IEEE_Journal_Solid_State228,a high-resolution low-power incremental sigma delta adc with extended range for biosensor arrays
IEEE_Journal_Solid_State229,a low-power wideband reconfigurable integrated active-rc filter with 73 db sfdr
IEEE_Journal_Solid_State230,a cmos ultra-wideband impulse radio transceiver for 1-mb/s data communications and +/- 2.5-cm range finding
IEEE_Journal_Solid_State231,state assignment for low-power dissipation
IEEE_Journal_Solid_State232,realization of a 1-v active-filter using a linearization technique employing plurality of emitter-coupled pairs
IEEE_Journal_Solid_State233,a 108-114 ghz 4 x 4 wafer-scale phased array transmitter with high-efficiency on-chip antennas
IEEE_Journal_Solid_State234,a 0.32 thz sige 4x4 imaging array using high-efficiency on-chip antennas
IEEE_Journal_Solid_State235,a class-g supply modulator and class-e pa in 130 nm cmos
IEEE_Journal_Solid_State236,analysis and design of inductive coupling and transceiver circuit for inductive inter-chip wireless superconnect
IEEE_Journal_Solid_State237,a low-power cmos time-to-digital converter
IEEE_Journal_Solid_State238,improved implementation of the silicon cochlea
IEEE_Journal_Solid_State239,a compact, low-power and low-jitter dual-loop injection locked pll using all-digital pvt calibration
IEEE_Journal_Solid_State240,nanosecond delay floating high voltage level shifters in a 0.35 mu m hv-cmos technology
IEEE_Journal_Solid_State241,a power optimized continuous-time delta sigma adc for audio applications
IEEE_Journal_Solid_State242,1-v power supply cmos cascode amplifier
IEEE_Journal_Solid_State243,highly integrated 60 ghz transmitter and receiver mmics in a gaas phemt technology
IEEE_Journal_Solid_State244,a design for high-speed low-power cmos fully parallel content-addressable memory macros
IEEE_Journal_Solid_State245,design of transformer-based boost converter for high internal resistance energy harvesting sources with 21 mv self-startup voltage and 74% power efficiency
IEEE_Journal_Solid_State246,class-c vco with amplitude feedback loop for robust start-up and enhanced oscillation swing
IEEE_Journal_Solid_State247,a 65-nm cmos fully integrated transceiver module for 60-ghz wireless hd applications
IEEE_Journal_Solid_State248,design and analysis of a w-band sige direct-detection-based passive imaging receiver
IEEE_Journal_Solid_State249,a 65-nm soc embedded 6t-sram designed for manufacturability with read and write operation stabilizing circuits
IEEE_Journal_Solid_State250,a 1.8-v 10-gb/s fully integrated cmos optical receiver analog front-end
IEEE_Journal_Solid_State251,a 27-mw 3.6-gb/s i/o transceiver
IEEE_Journal_Solid_State252,conditional-capture flip-flop for statistical power reduction
IEEE_Journal_Solid_State253,an ultra-wideband impulse-radio transceiver chipset using synchronized-ook modulation
IEEE_Journal_Solid_State254,a 3.9 mw 25-electrode reconfigured sensor for wearable cardiac monitoring system
IEEE_Journal_Solid_State255,a fully integrated auto-calibrated super-regenerative receiver in 0.13-mu m, cmos
IEEE_Journal_Solid_State256,a 1-gb/s, four-state, sliding block viterbi decoder
IEEE_Journal_Solid_State257,a study of sige hbt signal sources in the 220-330-ghz range
IEEE_Journal_Solid_State258,a 0.12 mm(2) 7.4 mu w micropower temperature sensor with an inaccuracy of +/- 0.2 degrees c (3 sigma) from-30 degrees c to 125 degrees c
IEEE_Journal_Solid_State259,microwatt embedded processor platform for medical system-on-chip applications
IEEE_Journal_Solid_State260,a reconfigurable 8t ultra-dynamic voltage scalable (u-dvs) sram in 65 nm cmos
IEEE_Journal_Solid_State261,next generation intel (r) core (tm) micro-architecture (nehalem) clocking
IEEE_Journal_Solid_State262,a new transponder architecture with on-chip adc for long-range telemetry applications
IEEE_Journal_Solid_State263,phase noise in digital frequency dividers
IEEE_Journal_Solid_State264,a noise optimization technique for integrated low-noise amplifiers
IEEE_Journal_Solid_State265,a cmos monolithic delta sigma-controlled fractional-n frequency synthesizer for dcs-1800
IEEE_Journal_Solid_State266,a wide dynamic range receiver channel for a pulsed time-of-flight laser radar
IEEE_Journal_Solid_State267,a direct digital synthesizer with an on-chip d/a-converter
IEEE_Journal_Solid_State268,a cmos 4.35-mw+22-dbm iip3 continuously tunable channel select filter for wlan/wimax receivers
IEEE_Journal_Solid_State269,design of a sub-mw 960-mhz uwbcmos lna
IEEE_Journal_Solid_State270,a low-power adaptive bandwidth pll and clock buffer with supply-noise compensation
IEEE_Journal_Solid_State271,a 108-ghz inp-hbt monolithic push-push vco with low phase noise and wide tuning bandwidth
IEEE_Journal_Solid_State272,a low-power level shifter with logic error correction for extremely low-voltage digital cmos lsis
IEEE_Journal_Solid_State273,power and area minimization of reconfigurable fft processors: a 3gpp-lte example
IEEE_Journal_Solid_State274,a 250 mv 8 kb 40 nm ultra-low power 9t supply feedback sram (sf-sram)
IEEE_Journal_Solid_State275,a 4.5-mw closed-loop delta sigma micro-gravity cmos soi accelerometer
IEEE_Journal_Solid_State276,a low-power digital ic design inside the wireless endoscopic capsule
IEEE_Journal_Solid_State277,an experimental coin-sized radio for extremely low-power wpan (ieee 802.15.4) application at 2.4 ghz
IEEE_Journal_Solid_State278,10-and 40-gb/s forward error correction devices for optical communications
IEEE_Journal_Solid_State279,cmos continuous-time current-mode filters for high-frequency applications
IEEE_Journal_Solid_State280,low power design techniques for single-bit audio continuous-time delta sigma adcs using fir feedback
IEEE_Journal_Solid_State281,a 0.6-v zero-if/low-if receiver with integrated fractional-n synthesizer for 2.4-ghz ism-band applications
IEEE_Journal_Solid_State282,insights into phase-noise scaling in switch-coupled multi-core lc vcos for e-band adaptive modulation links
IEEE_Journal_Solid_State283,340 mv-1.1 v, 289 gbps/w, 2090-gate nanoaes hardware accelerator with area-optimized encrypt/decrypt gf(2(4))(2) polynomials in 22 nm tri-gate cmos
IEEE_Journal_Solid_State284,silicon photonic transceiver circuits with microring resonator bias-based wavelength stabilization in 65 nm cmos
IEEE_Journal_Solid_State285,a 57.9-to-68.3 ghz 24.6 mw frequency synthesizer with in-phase injection-coupled qvco in 65 nm cmos technology
IEEE_Journal_Solid_State286,resonant regulating rectifiers (3r) operating for 6.78 mhz resonant wireless power transfer (rwpt)
IEEE_Journal_Solid_State287,exploiting cmos reverse interconnect scaling in multigigahertz amplifier and oscillator design
IEEE_Journal_Solid_State288,qserl: quasi-static energy recovery logic
IEEE_Journal_Solid_State289,a monolithic transformer coupled 5-w silicon power amplifier with 59% pae at 0.9 ghz
IEEE_Journal_Solid_State290,a physical alpha-power law mosfet model
IEEE_Journal_Solid_State291,a 70-ms/s 110-mw 8-b cmos folding and interpolating a/d converter
IEEE_Journal_Solid_State292,a near-zero-power wake-up receiver achieving-69-dbm sensitivity
IEEE_Journal_Solid_State293,a bluetooth low-energy transceiver with 3.7-mw all-digital transmitter, 2.75-mw high-if discrete-time receiver, and tx/rx switchable on-chip matching network
IEEE_Journal_Solid_State294,a fully integrated reconfigurable self-startup rf energy-harvesting system with storage capability
IEEE_Journal_Solid_State295,an rc oscillator with comparator offset cancellation
IEEE_Journal_Solid_State296,a 1.6-ghz dual modulus prescaler using the extended true-single-phase-clock cmos circuit technique (e-tspc)
IEEE_Journal_Solid_State297,low-power digital filtering using approximate processing
IEEE_Journal_Solid_State298,a 750 mb/s, 12 pj/b, 6-to-10 ghz cmos ir-uwb transmitter with embedded on-chip antenna
IEEE_Journal_Solid_State299,a low-power precomputation-based fully parallel content-addressable memory
IEEE_Journal_Solid_State300,a cmos highly linear channel-select filter for 3g multistandard integrated wireless receivers
IEEE_Journal_Solid_State301,cell-based variable-gain amplifiers with accurate db-linear characteristic in 0.18 mu m cmos technology
IEEE_Journal_Solid_State302,an energy-efficient biomedical signal processing platform
IEEE_Journal_Solid_State303,design optimization for integrated neural recording systems
IEEE_Journal_Solid_State304,design of wide-tuning-range millimeter-wave cmos vco with a standing-wave architecture
IEEE_Journal_Solid_State305,a 104-db dynamic range transimpedance-based cmos asic for tuning fork microgyroscopes
IEEE_Journal_Solid_State306,a 2.4-ghz-band 1.8-v operation single-chip si-cmos t/r-mmic front-end with a low insertion loss switch
IEEE_Journal_Solid_State307,a low-power low-noise mm-wave subsampling pll using dual-step-mixing ilfd and tail-coupling quadrature injection-locked oscillator for ieee 802.11ad
IEEE_Journal_Solid_State308,a 60-ghz cmos receiver front-end with frequency synthesizer
IEEE_Journal_Solid_State309,a highly integrated power management ic for advanced mobile applications
IEEE_Journal_Solid_State310,a leakage reduction methodology for distributed mtcmos
IEEE_Journal_Solid_State311,a fractional-n sub-sampling pll using a pipelined phase-interpolator with an fom of-250 db
IEEE_Journal_Solid_State312,a wideband, dual-path, millimeter-wave power amplifier with 20 dbm output power and pae above 15% in 130 nm sige-bicmos
IEEE_Journal_Solid_State313,a w-band cmos receiver chipset for millimeter-wave radiometer systems
IEEE_Journal_Solid_State314,a two-phase switching hybrid supply modulator for rf power amplifiers with 9% efficiency improvement
IEEE_Journal_Solid_State315,a 10-bit 500-ms/s 55-mw cmos adc
IEEE_Journal_Solid_State316,resonant clocking using distributed parasitic capacitance
IEEE_Journal_Solid_State317,a cascode miller-compensated three-stage amplifier with local impedance attenuation for optimized complex-pole control
IEEE_Journal_Solid_State318,10-gbps, 5.3-mw optical transmitter and receiver circuits in 40-nm cmos
IEEE_Journal_Solid_State319,a 9 mu a, addressable gen2 sensor tag for biosignal acquisition
IEEE_Journal_Solid_State320,a low-voltage, low-power cmos delay element
IEEE_Journal_Solid_State321,a 90 nm cmos, 6 mu w power-proportional acoustic sensing frontend for voice activity detection
IEEE_Journal_Solid_State322,wideband vco with simultaneous switching of frequency band, active core, and varactor size
IEEE_Journal_Solid_State323,a cost-efficient high-performance dynamic tcam with pipelined hierarchical searching and shift redundancy architecture
IEEE_Journal_Solid_State324,a 13.5-b 1.2-v micropower extended counting a/d converter
IEEE_Journal_Solid_State325,a variable-frequency parallel i/o interface with adaptive power-supply regulation
IEEE_Journal_Solid_State326,a 2-v 10.7-mhz cmos limiting amplifier/rssi
IEEE_Journal_Solid_State327,low-voltage, high-efficiency gaas class-e power-amplifiers for wireless transmitters
IEEE_Journal_Solid_State328,fully integrated startup at 70 mv of boost converters for thermoelectric energy harvesting
IEEE_Journal_Solid_State329,a high-power and scalable 2-d phased array for terahertz cmos integrated systems
IEEE_Journal_Solid_State330,a low power inductorless lna with double g(m) enhancement in 130 nm cmos
IEEE_Journal_Solid_State331,a practical micropower programmable bandpass filter for use in bionic ears
IEEE_Journal_Solid_State332,design techniques for low-voltage high-speed digital bipolar circuits
IEEE_Journal_Solid_State333,an analog-assisted tri-loop digital low-dropout regulator
IEEE_Journal_Solid_State334,self-powered 30 mu w to 10 mw piezoelectric energy harvesting system with 9.09 ms/v maximum power point tracking time
IEEE_Journal_Solid_State335,digitally calibrated 768-ks/s 10-b minimum-size sar adc array with dithering
IEEE_Journal_Solid_State336,attenuation-predistortion linearization of cmos otas with digital correction of process variations in ota-c filter applications
IEEE_Journal_Solid_State337,a 10-50-ghz cmos distributed step attenuator with low loss and low phase imbalance
IEEE_Journal_Solid_State338,a 1.5-v 12-bit power-efficient continuous-time third-order sigma delta modulator
IEEE_Journal_Solid_State339,a 2-v cmos cellular transceiver front-end
IEEE_Journal_Solid_State340,a 200 mhz pipelined multiplier using 1.5 v-supply multiple-valued mos current-mode circuits with dual-rail source-coupled logic
IEEE_Journal_Solid_State341,a 10-b 20-mhz 30-mw pipelined interpolating cmos adc
IEEE_Journal_Solid_State342,a 12-b 10-gs/s interleaved pipeline adc in 28-nm cmos technology
IEEE_Journal_Solid_State343,a multiband rf antenna duplexer on cmos: design and performance
IEEE_Journal_Solid_State344,a 6-gb/s wireless inter-chip data link using 43-ghz transceivers and bond-wire antennas
IEEE_Journal_Solid_State345,a gm-c low-pass filter for zero-if mobile applications with a very wide tuning range
IEEE_Journal_Solid_State346,a wideband cmos sigma-delta modulator with incremental data weighted averaging
IEEE_Journal_Solid_State347,an ultralow-power uhf transceiver integrated in a standard digital cmos process: architecture and receiver
IEEE_Journal_Solid_State348,a cmos image sensor with analog two-dimensional dct-based compression circuits for one-chip cameras
IEEE_Journal_Solid_State349,low-power cmos continuous-time filters
IEEE_Journal_Solid_State350,a 54.4-90 ghz low-noise amplifier in 65-nm cmos
IEEE_Journal_Solid_State351,broadband millimeter-wave lnas (47-77 ghz and 70-140 ghz) using a t-type matching topology
IEEE_Journal_Solid_State352,clock multiplication techniques using digital multiplying delay-locked loops
IEEE_Journal_Solid_State353,a bicmos w-band 2x2 focal-plane array with on-chip antenna
IEEE_Journal_Solid_State354,sige bipolar vco with ultra-wide tuning range at 80 ghz center frequency
IEEE_Journal_Solid_State355,a 1-v+31 dbm iip3, reconfigurable, continuously tunable, power-adjustable active-rc lpf
IEEE_Journal_Solid_State356,a cmos chip with active pixel array and specific test features for subretinal implantation
IEEE_Journal_Solid_State357,a 4.5-mw 900-mhz cmos receiver for wireless paging
IEEE_Journal_Solid_State358,a 10 mw bluetooth low-energy transceiver with on-chip matching
IEEE_Journal_Solid_State359,a 40-gb/s optical transceiver front-end in 45 nm soi cmos
IEEE_Journal_Solid_State360,dual active-capacitive-feedback compensation for low-power large-capacitive-load three-stage amplifiers
IEEE_Journal_Solid_State361,area- and power-efficient monolithic buck converters with pseudo-type iii compensation
IEEE_Journal_Solid_State362,op-amps and startup circuits for cmos bandgap references with near 1-v supply
IEEE_Journal_Solid_State363,a low-power reconfigurable analog-to-digital converter
IEEE_Journal_Solid_State364,low-power sram design using half-swing pulse-mode techniques
IEEE_Journal_Solid_State365,a 12-bit 40 nm dac achieving sfdr > 70 db at 1.6 gs/s and imd <-61db at 2.8 gs/s with demdrz technique
IEEE_Journal_Solid_State366,subthreshold source-coupled logic circuits for ultra-low-power applications
IEEE_Journal_Solid_State367,an autonomous energy harvesting power management unit with digital regulation for iot applications
IEEE_Journal_Solid_State368,a 40-67 ghz power amplifier with 13 dbm p-sat and 16% pae in 28 nm cmos lp
IEEE_Journal_Solid_State369,a 13.56 mhz 40 mw cmos high-efficiency inductive link power supply utilizing on-chip delay-compensated voltage doubler rectifier and multiple ldos for implantable medical devices
IEEE_Journal_Solid_State370,a 0.18-mu m cmos selective receiver front-end for uwb applications
IEEE_Journal_Solid_State371,a 1.3 ghz low-phase noise fully tunable cmos lc vco
IEEE_Journal_Solid_State372,a 0.9 v 0.4-6 ghz harmonic recombination sdr receiver in 28 nm cmos with hr3/hr5 and iip2 calibration
IEEE_Journal_Solid_State373,a sub-nw 2.4 ghz transmitter for low data-rate sensing applications
IEEE_Journal_Solid_State374,analog filter design using ring oscillator integrators
IEEE_Journal_Solid_State375,an 8.5 mw continuous-time delta sigma modulator with 25 mhz bandwidth using digital background dac linearization to achieve 63.5 db sndr and 81 db sfdr
IEEE_Journal_Solid_State376,sub-0.2 db noise figure wideband room-temperature cmos lna with non-50 omega signal-source impedance
IEEE_Journal_Solid_State377,a broad-band tunable cmos channel-select filter for a low-if wireless receiver
IEEE_Journal_Solid_State378,embedded 5 v to 3.3 v voltage regulator for supplying digital ic's in 3.3 v cmos technology
IEEE_Journal_Solid_State379,robust design of rail-to-rail cmos operational amplifiers for a low power supply voltage
IEEE_Journal_Solid_State380,a 0.54 thz signal generator in 40 nm bulk cmos with 22 ghz tuning range and integrated planar antenna
IEEE_Journal_Solid_State381,98 mw 10 gbps wireless transceiver chipset with d-band cmos circuits
IEEE_Journal_Solid_State382,a linear multi-mode cmos power amplifier with discrete resizing and concurrent power combining structure
IEEE_Journal_Solid_State383,a wideband w-band receiver front-end in 65-nm cmos
IEEE_Journal_Solid_State384,low-power viterbi decoder for cdma mobile terminals
IEEE_Journal_Solid_State385,a 28-nm 75-fs(rms) analog fractional-n sampling pll with a highly linear dtc incorporating background dtc gain calibration and reference clock duty cycle correction
IEEE_Journal_Solid_State386,a reconfigurable 16/32 gb/s dual-mode nrz/pam4 serdes in 65-nm cmos
IEEE_Journal_Solid_State387,a subthreshold arm cortex-m0+subsystem in 65 nm cmos for wsn applications with 14 power domains, 10t sram, and integrated voltage regulator
IEEE_Journal_Solid_State388,a low phase noise, wideband and compact cmos pll for use in a heterodyne 802.15.3c transceiver
IEEE_Journal_Solid_State389,a 1-v process-insensitive current-scalable two-stage opamp with enhanced dc gain and settling behavior in 65-nm digital cmos
IEEE_Journal_Solid_State390,low-power quadrature receivers for zigbee (ieee 802.15.4) applications
IEEE_Journal_Solid_State391,analysis and design of an integrated notch filter for the rejection of interference in uwb systems
IEEE_Journal_Solid_State392,a programmable simd vision chip for real-time vision applications
IEEE_Journal_Solid_State393,a 0.5-v 25-mhz 1-mw 256-kb mtcmos/soi sram for solar-power-operated portable personal digital equipment - sure write operation by using step-down negatively overdriven bitline scheme
IEEE_Journal_Solid_State394,a 1.8-v 67-mw 10-bit 100-ms/s pipelined adc using time-shifted cds technique
IEEE_Journal_Solid_State395,design strategies and decoupling techniques for reducing the effects of electrical interference in mixed-mode ic's
IEEE_Journal_Solid_State396,a high bandwidth constant g(m) and slew-rate rail-to-rail cmos input circuit and its application to analog cells for low voltage vlsi systems
IEEE_Journal_Solid_State397,an in-band full-duplex radio receiver with a passive vector modulator downmixer for self-interference cancellation
IEEE_Journal_Solid_State398,a power-harvesting pad-less millimeter-sized radio
IEEE_Journal_Solid_State399,a 0.5-v, 440-mu w frequency synthesizer for implantable medical devices
IEEE_Journal_Solid_State400,a multifrequency passive sensing tag with on-chip temperature sensor and off-chip sensor interface using epc hf and uhf rfid technology
IEEE_Journal_Solid_State401,an ultra-low-energy multi-standard jpeg co-processor in 65 nm cmos with sub/near threshold supply voltage
IEEE_Journal_Solid_State402,a 12-gb/s 11-mw half-rate sampled 5-tap decision feedback equalizer with current-integrating summers in 45-nm soi cmos technology
IEEE_Journal_Solid_State403,a 3-mw 74-db snr 2-mhz continuous-time delta-sigma adc with a tracking adc quantizer in 0.13-mu m cmos
IEEE_Journal_Solid_State404,a 14-b, 100-ms/s cmos dac designed for spectral performance
IEEE_Journal_Solid_State405,a 1.9 ghz low-voltage silicon bipolar receiver front-end for wireless personal communications systems
IEEE_Journal_Solid_State406,a cmos low-distortion fully differential power-amplifier with double nested miller compensation
IEEE_Journal_Solid_State407,a 0.003 mm(2) 10 b 240 ms/s 0.7 mw sar adc in 28 nm cmos with digital error correction and correlated-reversed switching
IEEE_Journal_Solid_State408,a wideband supply modulator for 20 mhz rf bandwidth polar pas in 65 nm cmos
IEEE_Journal_Solid_State409,an ultra-low-power injection locked transmitter for wireless sensor networks
IEEE_Journal_Solid_State410,a continuous-time sigma delta adc with increased immunity to interferers
IEEE_Journal_Solid_State411,a multistage amplifier technique with embedded frequency compensation
IEEE_Journal_Solid_State412,a 200 mhz cmos q-enhanced lc bandpass filter
IEEE_Journal_Solid_State413,a noise-shaping time-to-digital converter using switched-ring oscillators-analysis, design, and measurement techniques
IEEE_Journal_Solid_State414,a 0.6-v 82-db 28.6-mu w continuous-time audio delta-sigma modulator
IEEE_Journal_Solid_State415,a fifth-order continuous-time delta-sigma modulator with single-opamp resonator
IEEE_Journal_Solid_State416,a gsm/edge/wcdma adaptive series-lc matching network using rf-mems switches
IEEE_Journal_Solid_State417,a 0.9-v input discontinuous-conduction-mode boost converter with cmos-control rectifier
IEEE_Journal_Solid_State418,adaptive supply serial links with sub-i-v operation and per-pin clock recovery
IEEE_Journal_Solid_State419,a low-power idct macrocell for mpeg-2 mp@ml exploiting data distribution properties for minimal activity
IEEE_Journal_Solid_State420,a low-jitter pll clock generator for microprocessors with lock range of 340-612 mhz
IEEE_Journal_Solid_State421,a 40 gb/s serial link transceiver in 28 nm cmos technology
IEEE_Journal_Solid_State422,a millimeter-wave intra-connect solution
IEEE_Journal_Solid_State423,a 10-bit 50-ms/s pipelined adc with opamp cuffent reuse
IEEE_Journal_Solid_State424,a monolithic and self-referenced rf lc clock generator compliant with usb 2.0
IEEE_Journal_Solid_State425,an ultra-low-power memory with a subthreshold power supply voltage
IEEE_Journal_Solid_State426,a 0.4-4-gb/s cmos quad transceiver cell using on-chip regulated dual-loop plls
IEEE_Journal_Solid_State427,40-gb/s circuits built from a 120-ghz f(t) sige technology
IEEE_Journal_Solid_State428,high-voltage-tolerant i/o buffers with low-voltage cmos process
IEEE_Journal_Solid_State429,the design of a 3-v 900-mhz cmos bandpass amplifier
IEEE_Journal_Solid_State430,an 85-mw, b-10, 40 m-sample/s cmos parallel-pipelined adc
IEEE_Journal_Solid_State431,fully synthesizable puf featuring hysteresis and temperature compensation for 3.2% native ber and 1.02 fj/b in 40 nm
IEEE_Journal_Solid_State432,pole-converging intrastage bandwidth extension technique for wideband amplifiers
IEEE_Journal_Solid_State433,fully-integrated high-conversion-ratio dual-output voltage boost converter with mppt for low-voltage energy harvesting
IEEE_Journal_Solid_State434,a fully integrated bluetooth low-energy transmitter in 28 nm cmos with 36% system efficiency at 3 dbm
IEEE_Journal_Solid_State435,sub-mw current re-use receiver front-end for wireless sensor network applications
IEEE_Journal_Solid_State436,analysis and design of a high-order discrete-time passive iir low-pass filter
IEEE_Journal_Solid_State437,saw-less analog front-end receivers for tdd and fdd
IEEE_Journal_Solid_State438,a 0.54 pj/b 20 gb/s ground-referenced single-ended short-reach serial link in 28 nm cmos for advanced packaging applications
IEEE_Journal_Solid_State439,low-power, low-cost cmos direct-conversion receiver front-end for multistandard applications
IEEE_Journal_Solid_State440,a 65 nm 32 b subthreshold processor with 9t multi-vt sram and adaptive supply voltage control
IEEE_Journal_Solid_State441,a 20 mb/s phase modulator based on a 3.6 ghz digital pll with-36 db evm at 5 mw power
IEEE_Journal_Solid_State442,efficient energy harvesting with electromagnetic energy transducers using active low-voltage rectification and maximum power point tracking
IEEE_Journal_Solid_State443,a 76 db omega 1.7 ghz 0.18 mu m cmos tunable tia using broadband current pre-amplifier for high frequency lateral mems oscillators
IEEE_Journal_Solid_State444,novel co-design of nand flash memory and nand flash controller circuits for sub-30 nm low-power high-speed solid-state drives (ssd)
IEEE_Journal_Solid_State445,a 10-nw 12-bit accurate analog storage cell with 10-aa leakage
IEEE_Journal_Solid_State446,design of a low-noise preamplifier for nerve cuff electrode recording
IEEE_Journal_Solid_State447,a 13.5-mw 185-msample/s delta sigma modulator for umts/gsm dual-standard if reception
IEEE_Journal_Solid_State448,frequency-scalable sige bipolar rf front-end design
IEEE_Journal_Solid_State449,a fully integrated 16-channel closed-loop neural-prosthetic cmos soc with wireless power and bidirectional data telemetry for real-time efficient human epileptic seizure control
IEEE_Journal_Solid_State450,a pvt-robust and low-jitter ring-vco-based injection-locked clock multiplier with a continuous frequency-tracking loop using a replica-delay cell and a dual-edge phase detector
IEEE_Journal_Solid_State451,a 1 mb nonvolatile embedded memory using 4t2mtj cell with 32 b fine-grained power gating scheme
IEEE_Journal_Solid_State452,monolithic capacitive dc-dc converter with single boundary-multiphase control and voltage domain stacking in 90 nm cmos
IEEE_Journal_Solid_State453,a 3t gain cell embedded dram utilizing preferential boosting for high density and low power on-die caches
IEEE_Journal_Solid_State454,exploring asynchronous design techniques for process-tolerant and energy-efficient subthreshold operation
IEEE_Journal_Solid_State455,a 1.2-v 250-mw 14-b 100-ms/s digitally calibrated pipeline adc in 90-nm cmos
IEEE_Journal_Solid_State456,a+78 dbm iip2cmos direct downconversion mixer for fully integrated umts receivers
IEEE_Journal_Solid_State457,a single-chip multimode receiver for gsm900, dcs1800, pcs1900, and wcdma
IEEE_Journal_Solid_State458,substrate noise generation in complex digital systems: efficient modeling and simulation methodology and experimental verification
IEEE_Journal_Solid_State459,a 4-ghz clock system for a high-performance system-on-a-chip design
IEEE_Journal_Solid_State460,design of low-power rom-less direct digital frequency synthesizer using nonlinear digital-to-analog converter
IEEE_Journal_Solid_State461,a 60-mw mpeg4 video codec using clustered voltage scaling with variable supply-voltage scheme
IEEE_Journal_Solid_State462,an adaptive analog continuous-time cmos biquadratic filter
IEEE_Journal_Solid_State463,modular 128-channel delta-delta sigma analog front-end architecture using spectrum equalization scheme for 1024-channel 3-d neural recording microsystems
IEEE_Journal_Solid_State464,a low-power speech recognizer and voice activity detector using deep neural networks
IEEE_Journal_Solid_State465,a 2.89 mu w dry-electrode enabled clockless wireless ecg soc for wearable applications
IEEE_Journal_Solid_State466,nested-current-mirror rail-to-rail-output single-stage amplifier with enhancements of dc gain, gbw and slew rate
IEEE_Journal_Solid_State467,a micro-power two-step incremental analog-to-digital converter
IEEE_Journal_Solid_State468,power reduction in continuous-time delta-sigma modulators using the assisted opamp technique
IEEE_Journal_Solid_State469,a 150 ghz amplifier with 8 db gain and+6 dbm p-sat in digital 65 nm cmos using dummy-prefilled microstrip lines
IEEE_Journal_Solid_State470,low-power approaches to high-speed current-steering digital-to-analog converters in 0.18-mu m cmos
IEEE_Journal_Solid_State471,a low-power 2.4-ghz current-reused receiver front-end and frequency source for wireless sensor network
IEEE_Journal_Solid_State472,a 1.5-v 75-db dynamic range third-order g(m)-c filter integrated in a 0.18-mu m standard digital cmos process
IEEE_Journal_Solid_State473,measurements and analysis of pll jitter caused by digital switching noise
IEEE_Journal_Solid_State474,a 15.2-enob 5-khz bw 4.5-mu w chopped ct delta sigma-adc for artifact-tolerant neural recording front ends
IEEE_Journal_Solid_State475,100 gb/s differential linear tias with less than 10 pa/root hz in 130-nm sige:c bicmos
IEEE_Journal_Solid_State476,a 32 nm embedded, fully-digital, phase-locked low dropout regulator for fine grained power management in digital circuits
IEEE_Journal_Solid_State477,a 25-to-28 gb/s high-sensitivity (-9.7 dbm) 65 nm cmos optical receiver for board-to-board interconnects
IEEE_Journal_Solid_State478,concurrent design analysis of high-linearity sp10t switch with 8.5 kv esd protection
IEEE_Journal_Solid_State479,a 21 nv/root hz chopper-stabilized multi-path current-feedback instrumentation amplifier with 2 mu v offset
IEEE_Journal_Solid_State480,far-field on-chip antennas monolithically integrated in a wireless-powered 5.8-ghz downlink/uwb uplink rfid tag in 0.18-mu m standard cmos
IEEE_Journal_Solid_State481,silicon resonator based 3.2 mu w real time clock with +/- 10 ppm frequency accuracy
IEEE_Journal_Solid_State482,design of highly efficient wideband rf polar transmitters using the envelope-tracking technique
IEEE_Journal_Solid_State483,a 90-nm wideband merged cmos lna and mixer exploiting noise cancellation
IEEE_Journal_Solid_State484,generating all two-mos-transistor amplifiers leads to new wide-band lnas
IEEE_Journal_Solid_State485,a 156-mb/s cmos optical receiver for burst-mode transmission
IEEE_Journal_Solid_State486,a 1.5-v-100-mu w delta sigma modulator with 12-b dynamic range using the switched-opamp technique
IEEE_Journal_Solid_State487,sub-1-v swing internal bus architecture for future low-power ulsis
IEEE_Journal_Solid_State488,a 0.6 v 12 b 10 ms/s low-noise asynchronous sar-assisted time-interleaved sar (sati- sar) adc
IEEE_Journal_Solid_State489,short channel output conductance enhancement through forward body biasing to realize a 0.5 v 250 mu w 0.6-4.2 ghz current-reuse cmos lna
IEEE_Journal_Solid_State490,a 90-nm cmos 5-ghz ring-oscillator pll with delay-discriminator-based active phase-noise cancellation
IEEE_Journal_Solid_State491,a linearized, low-phase-noise vco-based 25-ghz pll with autonomic biasing
IEEE_Journal_Solid_State492,an area- and energy-efficient multimode fft processor for wpan/wlan/wman systems
IEEE_Journal_Solid_State493,a 667 mhz logic-compatible embedded dram featuring an asymmetric 2t gain cell for high speed on-die caches
IEEE_Journal_Solid_State494,a miniature 2 mw 4 bit 1.2 gs/s delay-line-based adc in 65 nm cmos
IEEE_Journal_Solid_State495,injection-locked cmos frequency doublers for mu-wave and mm-wave applications
IEEE_Journal_Solid_State496,a low-power capacitive charge pump based pipelined adc
IEEE_Journal_Solid_State497,power efficient gigabit communication over capacitively driven rc-limited on-chip interconnects
IEEE_Journal_Solid_State498,complete high-frequency thermal noise modeling of short-channel mosfets and design of 5.2-ghz low noise amplifier
IEEE_Journal_Solid_State499,novel cmos image sensor with a 132-db dynamic range
IEEE_Journal_Solid_State500,a 50.1-gb/s 60-ghz cmos transceiver for ieee 802.11ay with calibration of lo feedthrough and i/q imbalance
IEEE_Journal_Solid_State501,a 82-nw chaotic map true random number generator based on a sub-ranging sar adc
