IOT1 , IEEE_Access189
IEEE_Journal_Solid_State5 , IEEE_Journal_Solid_State122
IEEE_Journal_Solid_State5 , IEEE_Journal_Solid_State310
IEEE_Journal_Solid_State5 , IEEE_Journal_Solid_State364
IEEE_Journal_Solid_State5 , IEEE_Journal_Solid_State393
IEEE_Journal_Solid_State5 , IEEE_TVLSI10
IEEE_Journal_Solid_State5 , IEEE_TVLSI18
IEEE_Journal_Solid_State5 , IEEE_TVLSI36
IEEE_Journal_Solid_State5 , IEEE_TVLSI37
IEEE_Journal_Solid_State5 , IEEE_TVLSI49
IEEE_Journal_Solid_State5 , IEEE_TVLSI55
IEEE_Journal_Solid_State5 , IEEE_TVLSI68
IEEE_Journal_Solid_State5 , IEEE_TVLSI74
IEEE_Journal_Solid_State5 , IEEE_TCADICS19
IEEE_Journal_Solid_State5 , IEEE_TCADICS35
IEEE_Journal_Solid_State5 , ACM_TODAES19
IEEE_Journal_Solid_State5 , JOLPE8
IEEE_Journal_Solid_State5 , JOLPE39
IEEE_Journal_Solid_State5 , ASPDAC8
IEEE_Journal_Solid_State5 , ASPDAC16
IEEE_Journal_Solid_State5 , ASPDAC49
IEEE_Journal_Solid_State5 , GLSVLSI20
IEEE_Journal_Solid_State5 , IEEE_TED5
IEEE_Journal_Solid_State5 , IEEE_TED6
IEEE_Journal_Solid_State6 , ISLPED1101
IEEE_Journal_Solid_State6 , DATE503
IEEE_Journal_Solid_State6 , ISCAS86
IEEE_Journal_Solid_State6 , IEEE_Journal_Solid_State184
IEEE_Journal_Solid_State6 , IEEE_Journal_Solid_State347
IEEE_Journal_Solid_State6 , IEEE_Journal_Solid_State357
IEEE_Journal_Solid_State7 , DATE604
IEEE_Journal_Solid_State7 , IEEE_Journal_Solid_State47
IEEE_Journal_Solid_State7 , IEEE_Journal_Solid_State79
IEEE_Journal_Solid_State7 , IEEE_Journal_Solid_State215
IEEE_Journal_Solid_State7 , IEEE_Journal_Solid_State228
IEEE_Journal_Solid_State7 , IEEE_Journal_Solid_State324
IEEE_Journal_Solid_State7 , IEEE_Journal_Solid_State342
IEEE_Journal_Solid_State7 , IEEE_Journal_Solid_State455
IEEE_Journal_Solid_State7 , IEEE_Journal_Solid_State522
IEEE_Journal_Solid_State7 , IEEE_TVLSI69
IEEE_Journal_Solid_State8 , DATE393
IEEE_Journal_Solid_State8 , IEEE_Journal_Solid_State33
IEEE_Journal_Solid_State8 , IEEE_Journal_Solid_State96
IEEE_Journal_Solid_State8 , IEEE_Journal_Solid_State104
IEEE_Journal_Solid_State8 , IEEE_Journal_Solid_State128
IEEE_Journal_Solid_State8 , IEEE_Journal_Solid_State150
IEEE_Journal_Solid_State8 , IEEE_Journal_Solid_State463
IEEE_Journal_Solid_State8 , IEEE_Journal_Solid_State474
IEEE_Journal_Solid_State8 , SENSORS43
IEEE_Journal_Solid_State9 , IEEE_Journal_Solid_State42
IEEE_Journal_Solid_State9 , IEEE_Journal_Solid_State530
IEEE_Journal_Solid_State10 , IOT20
IEEE_Journal_Solid_State10 , ISCAS104
IEEE_Journal_Solid_State10 , IEEE_Access101
IEEE_Journal_Solid_State10 , IEEE_Journal_Solid_State55
IEEE_Journal_Solid_State10 , IEEE_TCAS48
IEEE_Journal_Solid_State10 , IEEE_TCAS55
IEEE_Journal_Solid_State10 , IEEE_TCAS71
IEEE_Journal_Solid_State10 , IEEE_TCAS79
IEEE_Journal_Solid_State10 , IEEE_TCAS107
IEEE_Journal_Solid_State10 , IEEE_TWComm16
IEEE_Journal_Solid_State10 , SENSORS80
IEEE_Journal_Solid_State11 , ISLPED642
IEEE_Journal_Solid_State11 , IEEE_Journal_Solid_State14
IEEE_Journal_Solid_State12 , IEEE_Journal_Solid_State185
IEEE_Journal_Solid_State12 , IEEE_TVLSI4
IEEE_Journal_Solid_State12 , IEEE_TVLSI9
IEEE_Journal_Solid_State12 , IEEE_TVLSI24
IEEE_Journal_Solid_State12 , IEEE_TVLSI30
IEEE_Journal_Solid_State12 , IEEE_TVLSI33
IEEE_Journal_Solid_State12 , IEEE_TVLSI40
IEEE_Journal_Solid_State12 , IEEE_TCAS5
IEEE_Journal_Solid_State12 , IEEE_TCAS60
IEEE_Journal_Solid_State12 , IEEE_TCAS116
IEEE_Journal_Solid_State12 , IEEE_TCADICS39
IEEE_Journal_Solid_State12 , GLSVLSI20
IEEE_Journal_Solid_State12 , GLSVLSI103
IEEE_Journal_Solid_State13 , ISCAS118
IEEE_Journal_Solid_State13 , IEEE_Journal_Solid_State94
IEEE_Journal_Solid_State13 , IEEE_Journal_Solid_State126
IEEE_Journal_Solid_State13 , IEEE_Journal_Solid_State135
IEEE_Journal_Solid_State13 , IEEE_Journal_Solid_State309
IEEE_Journal_Solid_State13 , IEEE_TCAS18
IEEE_Journal_Solid_State13 , IEEE_TCAS25
IEEE_Journal_Solid_State13 , IEEE_TCAS27
IEEE_Journal_Solid_State13 , IEEE_TCAS68
IEEE_Journal_Solid_State13 , IEEE_TCAS76
IEEE_Journal_Solid_State13 , IEEE_TCAS86
IEEE_Journal_Solid_State13 , IEEE_TCAS87
IEEE_Journal_Solid_State13 , IEEE_TCAS153
IEEE_Journal_Solid_State14 , ISLPED4
IEEE_Journal_Solid_State14 , ISLPED405
IEEE_Journal_Solid_State14 , ISLPED459
IEEE_Journal_Solid_State14 , ISLPED611
IEEE_Journal_Solid_State14 , ISLPED745
IEEE_Journal_Solid_State14 , DAC39
IEEE_Journal_Solid_State14 , DAC66
IEEE_Journal_Solid_State14 , DAC128
IEEE_Journal_Solid_State14 , DAC168
IEEE_Journal_Solid_State14 , DAC201
IEEE_Journal_Solid_State14 , DATE292
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State117
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State220
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State226
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State273
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State274
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State292
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State401
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State425
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State454
IEEE_Journal_Solid_State14 , IEEE_Journal_Solid_State527
IEEE_Journal_Solid_State14 , IEEE_TVLSI39
IEEE_Journal_Solid_State14 , IEEE_TVLSI87
IEEE_Journal_Solid_State14 , IEEE_TVLSI95
IEEE_Journal_Solid_State14 , IEEE_TCAS2
IEEE_Journal_Solid_State14 , IEEE_TCAS45
IEEE_Journal_Solid_State14 , IEEE_TCAS127
IEEE_Journal_Solid_State14 , JOLPE6
IEEE_Journal_Solid_State14 , JOLPE13
IEEE_Journal_Solid_State14 , ICCAD30
IEEE_Journal_Solid_State14 , IEEE_TED3
IEEE_Journal_Solid_State14 , IEEE_TED9
IEEE_Journal_Solid_State15 , IEEE_Access130
IEEE_Journal_Solid_State15 , IEEE_TCAS6
IEEE_Journal_Solid_State15 , IEEE_TCAS33
IEEE_Journal_Solid_State15 , IEEE_TCAS152
IEEE_Journal_Solid_State16 , ISLPED617
IEEE_Journal_Solid_State16 , IEEE_Journal_Solid_State499
IEEE_Journal_Solid_State16 , IEEE_TCAS54
IEEE_Journal_Solid_State17 , ISLPED781
IEEE_Journal_Solid_State17 , ISLPED784
IEEE_Journal_Solid_State17 , ISLPED820
IEEE_Journal_Solid_State17 , ISLPED889
IEEE_Journal_Solid_State17 , ISLPED926
IEEE_Journal_Solid_State17 , ISLPED938
IEEE_Journal_Solid_State17 , ISLPED1024
IEEE_Journal_Solid_State17 , ISLPED1063
IEEE_Journal_Solid_State17 , ISLPED1120
IEEE_Journal_Solid_State17 , DATE508
IEEE_Journal_Solid_State17 , IEEE_Journal_Solid_State252
IEEE_Journal_Solid_State17 , IEEE_TVLSI24
IEEE_Journal_Solid_State17 , IEEE_TVLSI43
IEEE_Journal_Solid_State17 , IEEE_TVLSI45
IEEE_Journal_Solid_State17 , IEEE_TVLSI72
IEEE_Journal_Solid_State17 , HPCA12
IEEE_Journal_Solid_State18 , IEEE_Journal_Solid_State119
IEEE_Journal_Solid_State18 , IEEE_Journal_Solid_State246
IEEE_Journal_Solid_State18 , IEEE_Journal_Solid_State282
IEEE_Journal_Solid_State18 , IEEE_Journal_Solid_State311
IEEE_Journal_Solid_State18 , IEEE_Journal_Solid_State434
IEEE_Journal_Solid_State18 , IEEE_TCAS99
IEEE_Journal_Solid_State18 , IEEE_TCAS129
IEEE_Journal_Solid_State19 , DATE311
IEEE_Journal_Solid_State19 , IEEE_Access92
IEEE_Journal_Solid_State19 , IEEE_Journal_Solid_State33
IEEE_Journal_Solid_State19 , IEEE_Journal_Solid_State49
IEEE_Journal_Solid_State19 , IEEE_Journal_Solid_State56
IEEE_Journal_Solid_State19 , IEEE_Journal_Solid_State88
IEEE_Journal_Solid_State19 , IEEE_Journal_Solid_State163
IEEE_Journal_Solid_State19 , IEEE_Journal_Solid_State259
IEEE_Journal_Solid_State19 , IEEE_Journal_Solid_State302
IEEE_Journal_Solid_State19 , SENSORS25
IEEE_Journal_Solid_State21 , IEEE_Access101
IEEE_Journal_Solid_State21 , IEEE_Journal_Solid_State55
IEEE_Journal_Solid_State21 , IEEE_TCAS12
IEEE_Journal_Solid_State21 , IEEE_TCAS42
IEEE_Journal_Solid_State21 , IEEE_TCAS48
IEEE_Journal_Solid_State21 , IEEE_TCAS71
IEEE_Journal_Solid_State21 , IEEE_TCAS79
IEEE_Journal_Solid_State21 , IEEE_TCAS107
IEEE_Journal_Solid_State22 , DAC175
IEEE_Journal_Solid_State22 , IEEE_Journal_Solid_State288
IEEE_Journal_Solid_State22 , IEEE_TVLSI29
IEEE_Journal_Solid_State22 , IEEE_TVLSI97
IEEE_Journal_Solid_State22 , JOLPE12
IEEE_Journal_Solid_State22 , IEEE_TCOMP58
IEEE_Journal_Solid_State22 , GLSVLSI87
IEEE_Journal_Solid_State23 , ISLPED568
IEEE_Journal_Solid_State23 , DATE58
IEEE_Journal_Solid_State23 , IEEE_Journal_Solid_State141
IEEE_Journal_Solid_State23 , IEEE_Journal_Solid_State190
IEEE_Journal_Solid_State23 , IEEE_Journal_Solid_State206
IEEE_Journal_Solid_State23 , IEEE_Journal_Solid_State324
IEEE_Journal_Solid_State23 , IEEE_Journal_Solid_State433
IEEE_Journal_Solid_State23 , IEEE_Journal_Solid_State452
IEEE_Journal_Solid_State23 , IEEE_TCAS111
IEEE_Journal_Solid_State23 , GLSVLSI137
IEEE_Journal_Solid_State24 , IEEE_Access104
IEEE_Journal_Solid_State24 , IEEE_Journal_Solid_State72
IEEE_Journal_Solid_State24 , IEEE_Journal_Solid_State171
IEEE_Journal_Solid_State24 , IEEE_Journal_Solid_State176
IEEE_Journal_Solid_State24 , IEEE_Journal_Solid_State344
IEEE_Journal_Solid_State24 , IEEE_Journal_Solid_State350
IEEE_Journal_Solid_State24 , IEEE_Journal_Solid_State383
IEEE_Journal_Solid_State24 , IEEE_Journal_Solid_State432
IEEE_Journal_Solid_State24 , IEEE_TCAS155
IEEE_Journal_Solid_State25 , IEEE_Access192
IEEE_Journal_Solid_State25 , IEEE_Journal_Solid_State88
IEEE_Journal_Solid_State25 , IEEE_Journal_Solid_State93
IEEE_Journal_Solid_State25 , IEEE_Journal_Solid_State163
IEEE_Journal_Solid_State25 , IEEE_Journal_Solid_State463
IEEE_Journal_Solid_State25 , IEEE_Journal_Solid_State465
IEEE_Journal_Solid_State25 , IEEE_TCAS46
IEEE_Journal_Solid_State25 , HPCA3
IEEE_Journal_Solid_State25 , SENSORS25
IEEE_Journal_Solid_State26 , ISLPED26
IEEE_Journal_Solid_State26 , ISLPED435
IEEE_Journal_Solid_State26 , DAC105
IEEE_Journal_Solid_State26 , DAC307
IEEE_Journal_Solid_State26 , DATE156
IEEE_Journal_Solid_State26 , IEEE_Journal_Solid_State197
IEEE_Journal_Solid_State26 , IEEE_Journal_Solid_State226
IEEE_Journal_Solid_State26 , IEEE_Journal_Solid_State274
IEEE_Journal_Solid_State26 , IEEE_Journal_Solid_State519
IEEE_Journal_Solid_State26 , IEEE_TVLSI88
IEEE_Journal_Solid_State26 , IEEE_TCAS2
IEEE_Journal_Solid_State26 , IEEE_TCAS38
IEEE_Journal_Solid_State26 , IEEE_TCAS78
IEEE_Journal_Solid_State26 , IEEE_TCADICS34
IEEE_Journal_Solid_State26 , GLSVLSI8
IEEE_Journal_Solid_State26 , WPC43
IEEE_Journal_Solid_State27 , ISLPED865
IEEE_Journal_Solid_State27 , ISLPED916
IEEE_Journal_Solid_State27 , IEEE_Journal_Solid_State29
IEEE_Journal_Solid_State27 , IEEE_Journal_Solid_State371
IEEE_Journal_Solid_State28 , IEEE_Journal_Solid_State112
IEEE_Journal_Solid_State28 , IEEE_Journal_Solid_State184
IEEE_Journal_Solid_State28 , IEEE_Journal_Solid_State281
IEEE_Journal_Solid_State28 , IEEE_Journal_Solid_State372
IEEE_Journal_Solid_State28 , IEEE_Journal_Solid_State436
IEEE_Journal_Solid_State28 , IEEE_TCAS33
IEEE_Journal_Solid_State29 , ISLPED567
IEEE_Journal_Solid_State29 , IEEE_Journal_Solid_State42
IEEE_Journal_Solid_State29 , IEEE_Journal_Solid_State44
IEEE_Journal_Solid_State29 , IEEE_Journal_Solid_State51
IEEE_Journal_Solid_State29 , IEEE_Journal_Solid_State54
IEEE_Journal_Solid_State29 , IEEE_Journal_Solid_State118
IEEE_Journal_Solid_State29 , IEEE_Journal_Solid_State170
IEEE_Journal_Solid_State29 , IEEE_Journal_Solid_State262
IEEE_Journal_Solid_State29 , IEEE_TCAS133
IEEE_Journal_Solid_State30 , DAC154
IEEE_Journal_Solid_State30 , DAC268
IEEE_Journal_Solid_State30 , DATE251
IEEE_Journal_Solid_State30 , IEEE_Journal_Solid_State26
IEEE_Journal_Solid_State30 , IEEE_Journal_Solid_State117
IEEE_Journal_Solid_State30 , IEEE_Journal_Solid_State197
IEEE_Journal_Solid_State30 , IEEE_Journal_Solid_State226
IEEE_Journal_Solid_State30 , IEEE_Journal_Solid_State274
IEEE_Journal_Solid_State30 , IEEE_Journal_Solid_State440
IEEE_Journal_Solid_State30 , IEEE_Journal_Solid_State527
IEEE_Journal_Solid_State30 , IEEE_TVLSI42
IEEE_Journal_Solid_State30 , IEEE_TCAS2
IEEE_Journal_Solid_State30 , IEEE_TCAS38
IEEE_Journal_Solid_State30 , IEEE_TCAS61
IEEE_Journal_Solid_State30 , ACM_TODAES64
IEEE_Journal_Solid_State30 , ICCAD30
IEEE_Journal_Solid_State30 , HPCA16
IEEE_Journal_Solid_State30 , GLSVLSI82
IEEE_Journal_Solid_State31 , ISLPED574
IEEE_Journal_Solid_State31 , ISLPED596
IEEE_Journal_Solid_State31 , ISLPED853
IEEE_Journal_Solid_State31 , ISLPED908
IEEE_Journal_Solid_State31 , ISLPED1040
IEEE_Journal_Solid_State31 , ISLPED1088
IEEE_Journal_Solid_State31 , ISLPED1116
IEEE_Journal_Solid_State31 , ISLPED1126
IEEE_Journal_Solid_State31 , DAC29
IEEE_Journal_Solid_State31 , IEEE_Journal_Solid_State17
IEEE_Journal_Solid_State31 , IEEE_Journal_Solid_State77
IEEE_Journal_Solid_State31 , IEEE_Journal_Solid_State81
IEEE_Journal_Solid_State31 , IEEE_Journal_Solid_State202
IEEE_Journal_Solid_State31 , IEEE_Journal_Solid_State206
IEEE_Journal_Solid_State31 , IEEE_Journal_Solid_State386
IEEE_Journal_Solid_State31 , IEEE_Journal_Solid_State418
IEEE_Journal_Solid_State31 , IEEE_TVLSI127
IEEE_Journal_Solid_State32 , DAC96
IEEE_Journal_Solid_State32 , DAC156
IEEE_Journal_Solid_State32 , IEEE_Access146
IEEE_Journal_Solid_State32 , IEEE_TVLSI6
IEEE_Journal_Solid_State32 , ISQED23
IEEE_Journal_Solid_State33 , ISLPED97
IEEE_Journal_Solid_State33 , DATE102
IEEE_Journal_Solid_State33 , DATE527
IEEE_Journal_Solid_State33 , GLSVLSI44
IEEE_Journal_Solid_State34 , IEEE_Journal_Solid_State372
IEEE_Journal_Solid_State34 , IEEE_Journal_Solid_State437
IEEE_Journal_Solid_State34 , IEEE_TCAS73
IEEE_Journal_Solid_State35 , ISLPED322
IEEE_Journal_Solid_State35 , DATE284
IEEE_Journal_Solid_State35 , IEEE_Journal_Solid_State455
IEEE_Journal_Solid_State35 , IEEE_Journal_Solid_State520
IEEE_Journal_Solid_State35 , IEEE_TCAS58
IEEE_Journal_Solid_State35 , IEEE_TCAS144
IEEE_Journal_Solid_State36 , IEEE_Journal_Solid_State131
IEEE_Journal_Solid_State36 , IEEE_Journal_Solid_State235
IEEE_Journal_Solid_State37 , ISCAS83
IEEE_Journal_Solid_State37 , IEEE_TCAS70
IEEE_Journal_Solid_State37 , CVPR39
IEEE_Journal_Solid_State38 , ISLPED339
IEEE_Journal_Solid_State38 , DATE201
IEEE_Journal_Solid_State38 , IEEE_Journal_Solid_State134
IEEE_Journal_Solid_State38 , IEEE_Journal_Solid_State245
IEEE_Journal_Solid_State38 , IEEE_Journal_Solid_State292
IEEE_Journal_Solid_State38 , IEEE_TVLSI87
IEEE_Journal_Solid_State38 , IEEE_TCAS103
IEEE_Journal_Solid_State39 , IEEE_Access104
IEEE_Journal_Solid_State39 , IEEE_Access132
IEEE_Journal_Solid_State40 , IEEE_Access130
IEEE_Journal_Solid_State40 , IEEE_Journal_Solid_State112
IEEE_Journal_Solid_State40 , IEEE_TCAS33
IEEE_Journal_Solid_State40 , IEEE_TCAS152
IEEE_Journal_Solid_State41 , DAC160
IEEE_Journal_Solid_State41 , DAC169
IEEE_Journal_Solid_State41 , DATE68
IEEE_Journal_Solid_State41 , DATE93
IEEE_Journal_Solid_State41 , DATE481
IEEE_Journal_Solid_State41 , IEEE_Journal_Solid_State209
IEEE_Journal_Solid_State41 , IEEE_Journal_Solid_State274
IEEE_Journal_Solid_State41 , IEEE_Journal_Solid_State519
IEEE_Journal_Solid_State41 , IEEE_TCADICS34
IEEE_Journal_Solid_State41 , ASPDAC21
IEEE_Journal_Solid_State41 , WPC43
IEEE_Journal_Solid_State42 , IEEE_Journal_Solid_State246
IEEE_Journal_Solid_State42 , IEEE_Journal_Solid_State311
IEEE_Journal_Solid_State42 , IEEE_Journal_Solid_State504
IEEE_Journal_Solid_State42 , WPC9
IEEE_Journal_Solid_State43 , ISLPED377
IEEE_Journal_Solid_State43 , ISLPED437
IEEE_Journal_Solid_State43 , DAC388
IEEE_Journal_Solid_State43 , DATE136
IEEE_Journal_Solid_State43 , DATE347
IEEE_Journal_Solid_State43 , DATE469
IEEE_Journal_Solid_State43 , DATE551
IEEE_Journal_Solid_State43 , IEEE_TCAS2
IEEE_Journal_Solid_State43 , JOLPE19
IEEE_Journal_Solid_State44 , IEEE_Journal_Solid_State52
IEEE_Journal_Solid_State44 , IEEE_Journal_Solid_State157
IEEE_Journal_Solid_State44 , IEEE_Journal_Solid_State181
IEEE_Journal_Solid_State44 , IEEE_Journal_Solid_State200
IEEE_Journal_Solid_State44 , IEEE_Journal_Solid_State269
IEEE_Journal_Solid_State44 , IEEE_Journal_Solid_State330
IEEE_Journal_Solid_State44 , IEEE_Journal_Solid_State432
IEEE_Journal_Solid_State44 , IEEE_Journal_Solid_State437
IEEE_Journal_Solid_State44 , IEEE_TCAS33
IEEE_Journal_Solid_State44 , WPC9
IEEE_Journal_Solid_State45 , ISCAS71
IEEE_Journal_Solid_State45 , IEEE_Access2
IEEE_Journal_Solid_State45 , IEEE_Journal_Solid_State93
IEEE_Journal_Solid_State45 , IEEE_Journal_Solid_State366
IEEE_Journal_Solid_State45 , IEEE_Journal_Solid_State467
IEEE_Journal_Solid_State45 , IEEE_TCAS20
IEEE_Journal_Solid_State45 , IEEE_TCAS46
IEEE_Journal_Solid_State45 , JCSC1
IEEE_Journal_Solid_State46 , ISLPED167
IEEE_Journal_Solid_State46 , ISLPED531
IEEE_Journal_Solid_State46 , ISLPED674
IEEE_Journal_Solid_State46 , ISLPED770
IEEE_Journal_Solid_State46 , ISLPED848
IEEE_Journal_Solid_State46 , ISLPED978
IEEE_Journal_Solid_State46 , ISLPED1063
IEEE_Journal_Solid_State46 , DAC122
IEEE_Journal_Solid_State46 , IEEE_Journal_Solid_State122
IEEE_Journal_Solid_State46 , ACM_TODAES5
IEEE_Journal_Solid_State46 , ACM_TODAES22
IEEE_Journal_Solid_State46 , JOLPE8
IEEE_Journal_Solid_State46 , JOLPE14
IEEE_Journal_Solid_State46 , JCSC1
IEEE_Journal_Solid_State46 , ACM_TACO1
IEEE_Journal_Solid_State47 , ISLPED254
IEEE_Journal_Solid_State47 , ISCAS38
IEEE_Journal_Solid_State47 , ISCAS111
IEEE_Journal_Solid_State47 , IEEE_Journal_Solid_State93
IEEE_Journal_Solid_State47 , IEEE_Journal_Solid_State292
IEEE_Journal_Solid_State47 , IEEE_Journal_Solid_State335
IEEE_Journal_Solid_State47 , IEEE_Journal_Solid_State407
IEEE_Journal_Solid_State47 , IEEE_TCAS80
IEEE_Journal_Solid_State48 , IEEE_Access192
IEEE_Journal_Solid_State48 , IEEE_TCAS131
IEEE_Journal_Solid_State49 , IEEE_Access57
IEEE_Journal_Solid_State49 , IEEE_Journal_Solid_State513
IEEE_Journal_Solid_State50 , DATE364
IEEE_Journal_Solid_State50 , IEEE_Journal_Solid_State358
IEEE_Journal_Solid_State50 , IEEE_Journal_Solid_State407
IEEE_Journal_Solid_State50 , IEEE_Journal_Solid_State474
IEEE_Journal_Solid_State52 , IEEE_Journal_Solid_State432
IEEE_Journal_Solid_State52 , IEEE_TVLSI82
IEEE_Journal_Solid_State52 , IEEE_TCAS152
IEEE_Journal_Solid_State53 , IEEE_Journal_Solid_State10
IEEE_Journal_Solid_State53 , IEEE_Journal_Solid_State21
IEEE_Journal_Solid_State53 , IEEE_Journal_Solid_State398
IEEE_Journal_Solid_State53 , IEEE_Journal_Solid_State480
IEEE_Journal_Solid_State53 , IEEE_TCAS4
IEEE_Journal_Solid_State53 , IEEE_TCAS9
IEEE_Journal_Solid_State53 , IEEE_TCAS63
IEEE_Journal_Solid_State53 , IEEE_TCAS71
IEEE_Journal_Solid_State54 , IEEE_Journal_Solid_State110
IEEE_Journal_Solid_State54 , IEEE_Journal_Solid_State285
IEEE_Journal_Solid_State55 , IEEE_Access101
IEEE_Journal_Solid_State55 , IEEE_TCAS48
IEEE_Journal_Solid_State55 , IEEE_TCAS71
IEEE_Journal_Solid_State55 , IEEE_TCAS79
IEEE_Journal_Solid_State55 , IEEE_TCAS107
IEEE_Journal_Solid_State56 , DATE301
IEEE_Journal_Solid_State56 , ISCAS87
IEEE_Journal_Solid_State56 , IEEE_Journal_Solid_State294
IEEE_Journal_Solid_State56 , IEEE_Journal_Solid_State367
IEEE_Journal_Solid_State56 , IEEE_Journal_Solid_State465
IEEE_Journal_Solid_State56 , IEEE_Journal_Solid_State489
IEEE_Journal_Solid_State56 , SENSORS55
IEEE_Journal_Solid_State57 , IEEE_Journal_Solid_State227
IEEE_Journal_Solid_State57 , IEEE_Journal_Solid_State385
IEEE_Journal_Solid_State58 , IEEE_Journal_Solid_State107
IEEE_Journal_Solid_State58 , IEEE_Journal_Solid_State437
IEEE_Journal_Solid_State59 , ISLPED410
IEEE_Journal_Solid_State59 , DATE63
IEEE_Journal_Solid_State59 , ISCAS8
IEEE_Journal_Solid_State59 , ISCAS30
IEEE_Journal_Solid_State59 , IEEE_Journal_Solid_State292
IEEE_Journal_Solid_State59 , IEEE_TCAS159
IEEE_Journal_Solid_State59 , GLSVLSI54
IEEE_Journal_Solid_State59 , SENSORS76
IEEE_Journal_Solid_State59 , IEEE_ICC17
IEEE_Journal_Solid_State60 , ISCAS118
IEEE_Journal_Solid_State60 , IEEE_Journal_Solid_State417
IEEE_Journal_Solid_State60 , ACM_TODAES56
IEEE_Journal_Solid_State61 , ISCAS105
IEEE_Journal_Solid_State61 , IEEE_Journal_Solid_State100
IEEE_Journal_Solid_State61 , IEEE_Journal_Solid_State414
IEEE_Journal_Solid_State61 , IEEE_Journal_Solid_State468
IEEE_Journal_Solid_State61 , IEEE_Journal_Solid_State525
IEEE_Journal_Solid_State61 , GLSVLSI148
IEEE_Journal_Solid_State62 , ISLPED339
IEEE_Journal_Solid_State62 , IEEE_Journal_Solid_State38
IEEE_Journal_Solid_State62 , IEEE_Journal_Solid_State207
IEEE_Journal_Solid_State62 , IEEE_TVLSI87
IEEE_Journal_Solid_State62 , IEEE_TCAS103
IEEE_Journal_Solid_State63 , IEEE_Journal_Solid_State21
IEEE_Journal_Solid_State63 , IEEE_Journal_Solid_State55
IEEE_Journal_Solid_State63 , IEEE_TCAS12
IEEE_Journal_Solid_State63 , IEEE_TCAS48
IEEE_Journal_Solid_State63 , IEEE_TCAS63
IEEE_Journal_Solid_State63 , IEEE_TCAS71
IEEE_Journal_Solid_State63 , IEEE_TCAS107
IEEE_Journal_Solid_State64 , SENSORS94
IEEE_Journal_Solid_State65 , DATE646
IEEE_Journal_Solid_State65 , IEEE_Journal_Solid_State119
IEEE_Journal_Solid_State65 , IEEE_Journal_Solid_State246
IEEE_Journal_Solid_State65 , IEEE_Journal_Solid_State434
IEEE_Journal_Solid_State65 , IEEE_TCAS129
IEEE_Journal_Solid_State66 , IEEE_Journal_Solid_State69
IEEE_Journal_Solid_State67 , ISLPED2
IEEE_Journal_Solid_State67 , ISLPED336
IEEE_Journal_Solid_State67 , DAC153
IEEE_Journal_Solid_State67 , DAC197
IEEE_Journal_Solid_State67 , DATE100
IEEE_Journal_Solid_State67 , DATE638
IEEE_Journal_Solid_State67 , IEEE_Journal_Solid_State304
IEEE_Journal_Solid_State67 , IEEE_Journal_Solid_State316
IEEE_Journal_Solid_State67 , IEEE_TCOMP58
IEEE_Journal_Solid_State68 , ISLPED1115
IEEE_Journal_Solid_State68 , DAC201
IEEE_Journal_Solid_State68 , ISCAS92
IEEE_Journal_Solid_State68 , IEEE_Journal_Solid_State14
IEEE_Journal_Solid_State68 , IEEE_Journal_Solid_State273
IEEE_Journal_Solid_State68 , IEEE_Journal_Solid_State492
IEEE_Journal_Solid_State68 , IEEE_Journal_Solid_State527
IEEE_Journal_Solid_State68 , IEEE_TVLSI53
IEEE_Journal_Solid_State68 , HPCA49
IEEE_Journal_Solid_State69 , IEEE_Journal_Solid_State157
IEEE_Journal_Solid_State69 , IEEE_TCAS6
IEEE_Journal_Solid_State71 , ISCAS59
IEEE_Journal_Solid_State71 , IEEE_Access95
IEEE_Journal_Solid_State71 , IEEE_Journal_Solid_State8
IEEE_Journal_Solid_State71 , IEEE_Journal_Solid_State49
IEEE_Journal_Solid_State71 , IEEE_Journal_Solid_State356
IEEE_Journal_Solid_State71 , IEEE_Journal_Solid_State442
IEEE_Journal_Solid_State71 , IEEE_Journal_Solid_State515
IEEE_Journal_Solid_State71 , IEEE_TCAS9
IEEE_Journal_Solid_State71 , IEEE_TCAS12
IEEE_Journal_Solid_State71 , IEEE_TCAS52
IEEE_Journal_Solid_State71 , SENSORS43
IEEE_Journal_Solid_State72 , IEEE_Journal_Solid_State82
IEEE_Journal_Solid_State72 , IEEE_Journal_Solid_State177
IEEE_Journal_Solid_State72 , IEEE_Journal_Solid_State181
IEEE_Journal_Solid_State72 , IEEE_Journal_Solid_State368
IEEE_Journal_Solid_State72 , IEEE_TCAS128
IEEE_Journal_Solid_State73 , ISLPED613
IEEE_Journal_Solid_State73 , ISCAS71
IEEE_Journal_Solid_State73 , ISCAS115
IEEE_Journal_Solid_State73 , IEEE_Journal_Solid_State141
IEEE_Journal_Solid_State73 , IEEE_Journal_Solid_State303
